Sort Order,Category,Sub Category,Product Name,Product Image,MRP,Sale Price,Purchase Price,CGST,SGST,IGST,Profit Lumpsump,Profit,Details,Subcription,Youtube Title,Youtube URL,Status,IsDaily
2777,Grocery,,CASTING 300 CP SHMP 75ML,milkywaylogo.jpg,550,510,,9,9,,,5,,,,,TRUE,FALSE
2778,Grocery,,CASTING 300 SMALL,milkywaylogo.jpg,199,189.05,,9,9,,,5,,,,,TRUE,FALSE
2779,Grocery,,CASTING 316,milkywaylogo.jpg,550,500,,9,9,,,5,,,,,TRUE,FALSE
2780,Grocery,,CASTING 316,milkywaylogo.jpg,199,189.05,,9,9,,,5,,,,,TRUE,FALSE
2781,Grocery,,CASTING 323,milkywaylogo.jpg,550,522.5,,9,9,,,5,,,,,TRUE,FALSE
2782,Grocery,,CASTING 400,milkywaylogo.jpg,550,500,,9,9,,,5,,,,,TRUE,FALSE
2783,Grocery,,CASTING 415,milkywaylogo.jpg,550,522.5,,9,9,,,5,,,,,TRUE,FALSE
2784,Grocery,,CASTING 500,milkywaylogo.jpg,550,500,,9,9,,,5,,,,,TRUE,FALSE
2785,Grocery,,CASTING 535,milkywaylogo.jpg,630,500,,9,9,,,5,,,,,TRUE,FALSE
2786,Grocery,,CASTING CREAM GL 530,milkywaylogo.jpg,550,500,,9,9,,,5,,,,,TRUE,FALSE
2787,Grocery,,CASTING CREAM GL 550,milkywaylogo.jpg,550,522.5,,9,9,,,5,,,,,TRUE,FALSE
2788,Grocery,,CASTING G400 CP SH 75ML,milkywaylogo.jpg,550,510,,9,9,,,5,,,,,TRUE,FALSE
2789,Grocery,,CASTING MINI 300,milkywaylogo.jpg,169,160,,9,9,,,5,,,,,TRUE,FALSE
2790,Grocery,,CASTING MINI 316,milkywaylogo.jpg,169,150,,9,9,,,5,,,,,TRUE,FALSE
2791,Grocery,,CASTING MINI 500,milkywaylogo.jpg,169,160,,9,9,,,5,,,,,TRUE,FALSE
2792,Grocery,,Castor Oil Extra Virgin Cold Pressed,milkywaylogo.jpg,70,55,,,,,,5,,,,,TRUE,FALSE
2793,Grocery,,Castor Oil Extra Virgin Cold Pressed,milkywaylogo.jpg,46,30,,,,,,5,,,,,TRUE,FALSE
2794,Grocery,,CASTOR SUGAR 200GM,milkywaylogo.jpg,35,33.25,,2.5,2.5,,,5,,,,,TRUE,FALSE
2795,Grocery,,CASTOR SUGAR 500GM,milkywaylogo.jpg,65,61.75,,2.5,2.5,,,5,,,,,TRUE,FALSE
2796,Grocery,,CAT 6 UTP PATCH CORD,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2797,Grocery,,Catch Biryani Masala,milkywaylogo.jpg,70,65,,,,,,5,,,,,TRUE,FALSE
2798,Grocery,,CATCH BLACK SALT GRINDER 100GM,milkywaylogo.jpg,99,94.05,,2.5,2.5,,,5,,,,,TRUE,FALSE
2799,Grocery,,Catch Chicken Masala,milkywaylogo.jpg,38,35,,,,,,5,,,,,TRUE,FALSE
2800,Grocery,,Catch Crystal Rock Salt Grinder,milkywaylogo.jpg,99,85,,,,,,5,,,,,TRUE,FALSE
2801,Grocery,,Catch Culinary Garlic Paste,milkywaylogo.jpg,30,28,,6,6,,,5,,,,,TRUE,FALSE
2802,Grocery,,Catch Garam Masala,milkywaylogo.jpg,20,15.75,,,,,,5,,,,,TRUE,FALSE
2803,Grocery,,Catch Garam Masala,milkywaylogo.jpg,38,35,,,,,,5,,,,,TRUE,FALSE
2804,Grocery,,Catch Garam Masala,milkywaylogo.jpg,78,70,,,,,,5,,,,,TRUE,FALSE
2805,Grocery,,CATCH GINGER GARLIC 25GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2806,Grocery,,Catch Ginger Paste,milkywaylogo.jpg,30,28,,6,6,,,5,,,,,TRUE,FALSE
2807,Grocery,,CATCH HING 100GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2808,Grocery,,CATCH HING 50GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2809,Grocery,,Catch Meat Masala,milkywaylogo.jpg,36,34,,,,,,5,,,,,TRUE,FALSE
2810,Grocery,,Catch Meat Masala,milkywaylogo.jpg,70,65,,,,,,5,,,,,TRUE,FALSE
2811,Grocery,,Catch Paneer Masala,milkywaylogo.jpg,42,38,,,,,,5,,,,,TRUE,FALSE
2812,Grocery,,Catch Pav Bhaji Masala,milkywaylogo.jpg,30,28,,,,,,5,,,,,TRUE,FALSE
2813,Grocery,,Catch Pav Bhaji Masala,milkywaylogo.jpg,66,55,,,,,,5,,,,,TRUE,FALSE
2814,Grocery,,Catch Pink Rock Salt,milkywaylogo.jpg,99,99,,,,,,5,,,,,TRUE,FALSE
2815,Grocery,,CATCH TAMRIND PASTE 100GM,milkywaylogo.jpg,30,28,,6,6,,,5,,,,,TRUE,FALSE
2816,Grocery,,Catch Tandoori Chiken Masala,milkywaylogo.jpg,62,55,,,,,,5,,,,,TRUE,FALSE
2817,Grocery,,CAVENDISH & HARVEY  SOUR CHERRY DROP 200GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2818,Grocery,,CAVENDISH & HARVEY CLEAR MINT DROPS 200GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2819,Grocery,,CAVENDISH & HARVEY MIXED FRUIT DROPS 200GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2820,Grocery,,CAVENDISH & HARVEY SOUR WILD BERRY DROPS 200GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2821,Grocery,,CAVENDISH & HARVEY SUGAR FREE EXOTIC MANGO 175GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2822,Grocery,,CAVENDISH & HARVEY SUGAR FREE MIXED FRUIT 175GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2823,Grocery,,CAVENDISH & HARVEY SUGAR FREE SOUR CHERRY 175GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2824,Grocery,,CAVENDISH & HARVEY SUGAR FREE WILD BERRY 175GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2825,Grocery,,CAVENDISH & HARVEY TROPICAL FRUIT DROPS 200GM,milkywaylogo.jpg,0,0,,,,,,5,,,,,TRUE,FALSE
2826,Grocery,,CAVITY FIGHTER LISTRINE 250ML,milkywaylogo.jpg,150,142.5,,9,9,,,5,,,,,TRUE,FALSE
2827,Grocery,,CB DM 13.GM,milkywaylogo.jpg,10,9.51,,9,9,,,5,,,,,TRUE,FALSE
2828,Grocery,,CC BITES 2.2GM,milkywaylogo.jpg,10,10,,6,6,,,5,,,,,TRUE,FALSE
2829,Grocery,,CC CF FAIRNESS CREAM 20GM,milkywaylogo.jpg,65,62,,9,9,,,5,,,,,TRUE,FALSE
2830,Grocery,,CC CF FAIRNESS CREAM 40GM,milkywaylogo.jpg,120,110,,9,9,,,5,,,,,TRUE,FALSE
2831,Grocery,,CC FACE WASH 240ML,milkywaylogo.jpg,240,220,,9,9,,,5,,,,,TRUE,FALSE
2832,Grocery,,CC FW AQUA 150ML+150ML,milkywaylogo.jpg,350,310,,9,9,,,5,,,,,TRUE,FALSE
2833,Grocery,,CC FW BERRY 100ML,milkywaylogo.jpg,145,135,,9,9,,,5,,,,,TRUE,FALSE
2834,Grocery,,CC FW BERRY 150ML,milkywaylogo.jpg,185,175.75,,9,9,,,5,,,,,TRUE,FALSE
2835,Grocery,,CC FW BERRY 150ML+150ML,milkywaylogo.jpg,350,310,,9,9,,,5,,,,,TRUE,FALSE
2836,Grocery,,CC FW BERRY 50ML,milkywaylogo.jpg,80,76,,9,9,,,5,,,,,TRUE,FALSE
2837,Grocery,,CC FW BRIGHT 50ML,milkywaylogo.jpg,65,62,,9,9,,,5,,,,,TRUE,FALSE
2838,Grocery,,CC FW LEMON 100ML,milkywaylogo.jpg,145,137.75,,9,9,,,5,,,,,TRUE,FALSE
2839,Grocery,,CC FW LEMON 150ML,milkywaylogo.jpg,185,175.75,,9,9,,,5,,,,,TRUE,FALSE
2840,Grocery,,CC FW LEMON 150ML+150ML,milkywaylogo.jpg,350,310,,9,9,,,5,,,,,TRUE,FALSE
2841,Grocery,,CC FW ME ZINNIA AQUA 100ML,milkywaylogo.jpg,145,137.75,,9,9,,,5,,,,,TRUE,FALSE
2842,Grocery,,CC FW ME ZINNIA AQUA 150ML,milkywaylogo.jpg,175,165,,9,9,,,5,,,,,TRUE,FALSE
2843,Grocery,,CC FW ME ZINNIA AQUA 50ML ,milkywaylogo.jpg,80,76,,9,9,,,5,,,,,TRUE,FALSE
2844,Grocery,,CC G300 WITH CP SH 175ML,milkywaylogo.jpg,551,500,,9,9,,,5,,,,,TRUE,FALSE
2845,Grocery,,CC PIMPLE CLEARING FACE WASH 40G,milkywaylogo.jpg,70,66.5,,9,9,,,5,,,,,TRUE,FALSE
2846,Grocery,,CC PIMPLE CLEARING FACE WASH 80GM,milkywaylogo.jpg,130,123.5,,9,9,,,5,,,,,TRUE,FALSE
2847,Grocery,,CCFW ME ZINNIA LEMON 50ML,milkywaylogo.jpg,80,76,,9,9,,,5,,,,,TRUE,FALSE
2848,Grocery,,CCG 200 WITH MANICURE KIT FREE,milkywaylogo.jpg,550,522.5,,9,9,,,5,,,,,TRUE,FALSE
2849,Grocery,,CCG 300 WITH MANICURE KIT FREE,milkywaylogo.jpg,550,522.5,,9,9,,,5,,,,,TRUE,FALSE
